決算年度,決算四半期,売上高,売上原価,売上総利益,売上総利益率,販管費,営業利益,営業利益率,EBITDA,経常利益,法人税等,実質実効税率,親会社に帰属する純利益,純利益率,EPS,BPS,企業価値,時価総額,純有利子負債,PER（会予）,PBR,PER × PBR,EV/EBITDA（会予）,PSR,PCFR,一株当たり配当金,配当利回り（実績）,配当性向,自己資本配当率,ROE,総資産回転率,財務レバレッジ,実質ROE,ROIC,ROA,総資産,流動資産,現金及び預金,現金/総資産,現金/月間売上,現金/時価総額,売掛金および受取手形,製品および仕掛品,流動比率,固定資産,負債,流動負債,買掛金および支払手形,固定負債,有利子負債,D/Eレシオ,ネットD純利益倍率,自己株調整済負債比率,純資産,株主資本,自己資本,自己資本比率,資本金,利益剰余金,営業CF,減価償却費,のれん償却費,投資CF,財務CF,フリーCF,設備投資額,研究開発費,発行済株式総数,従業員数,売上/従業員数,営利/従業員数,株価
2008,4,2696999000000,1749261000000,947738000000,35.1,515182000000,432554000000,16.0,775655000000,329512000000,133129000000,41.3,187291000000,6.9,468.7,4301.1,4152267258800,2049808258800,2102459000000,10.8,1.2,12.9,5.4,0.8,3.8,-,2.14,0.1,-,10.9,0.39,4.1,10.9,7.7,2.7,6965793000000,558827000000,70080000000,1,0,3,260561000000,36494000000,47.3,6406898000000,5221087000000,1181208000000,45302000000,4039878000000,2172539000000,1.3,11.2,299,1744706000000,1718593000000,1718587000000,25,200000000000,1424738000000,584359000000,343101000000,-,-396795000000,-159237000000,123856000000,460503000000,-,399572760,-,-,-,5130
2021,4,935139000000,773583000000,161556000000,17.3,159847000000,1708000000,0.2,208747000000,-67299000000,-17117000000,25.6,-51928000000,-,-263.9,18110.2,4256158413785,3141898413785,1114260000000,-,0.9,-,17.4,3.1,17.7,130.0,0.81,-49.3,0.7,-,0.1,2.7,-,0.4,-,9450519000000,2682764000000,331651000000,4,4,11,-,34369000000,363.9,6767755000000,5841267000000,737314000000,75970000000,5103953000000,1445911000000,0.4,-21.5,162,3609252000000,3511649000000,3564079000000,38,112000000000,3449334000000,71746000000,207039000000,-,-153049000000,-19178000000,-412887000000,484633000000,-,196799149,-,-,-,15965
2020,4,823517000000,843758000000,-20241000000,-,164511000000,-184751000000,-,-,-262064000000,-69463000000,25.9,-201554000000,-,-1024.3,18510.9,4346115518050,3256661518050,1089454000000,-,0.9,-,-,4.1,-94.0,130.0,0.79,-12.7,0.7,-,0.09,2.6,-,-,-,9600370000000,3023832000000,340509000000,4,5,10,54157000000,41938000000,366.9,6576538000000,5913760000000,824087000000,70084000000,5089672000000,1429963000000,0.4,-5.4,156,3686609000000,3588662000000,3642515000000,38,112000000000,3526766000000,-169354000000,199362000000,-,-134718000000,262638000000,-712554000000,543200000000,36000000000,196777131,30153,27311279,-6127118,16550
2019,4,1844647000000,991462000000,853185000000,46.3,197021000000,656163000000,35.6,870680000000,574282000000,169116000000,29.5,397881000000,21.6,2026.3,19514.8,4331533868920,3400870868920,930663000000,8.0,0.9,7.1,4.8,1.8,5.3,150.0,0.87,7.4,0.8,10.4,0.19,2.5,10.1,9.4,4.1,9603126000000,3382682000000,406408000000,4,3,12,48206000000,43136000000,540.6,6220443000000,5731023000000,625682000000,78825000000,5105341000000,1337071000000,0.3,2.3,144,3872103000000,3809772000000,3831834000000,40,112000000000,3755901000000,595227000000,214517000000,-,-552494000000,-32993000000,131502000000,463725000000,53900000000,196355131,29603,62312840,22165422,17320
2018,4,1878137000000,970811000000,907326000000,48.3,197551000000,709775000000,37.8,921037000000,632653000000,185233000000,29.4,438715000000,23.4,2237.5,17703.7,5788887153110,5041138153110,747749000000,12.3,1.5,17.8,6.5,2.7,8.1,145.0,0.56,6.5,0.8,12.6,0.2,2.7,12.2,10.9,4.7,9295745000000,3630692000000,587867000000,6,4,12,58085000000,45004000000,558.3,5665052000000,5787679000000,650260000000,76348000000,5137419000000,1335616000000,0.4,1.7,160,3508065000000,3436154000000,3471295000000,37,112000000000,3387569000000,600319000000,211262000000,-,-597502000000,-33635000000,185920000000,414399000000,55000000000,196076941,29128,64478749,24367447,25710
2017,4,1822039000000,966688000000,855351000000,46.9,193326000000,662023000000,36.3,878050000000,583569000000,171952000000,30.6,395502000000,21.7,2019.7,15602.7,4806808432630,3941982432630,864826000000,10.5,1.3,13.6,5.8,2.2,6.7,140.0,0.7,6.9,0.9,12.9,0.2,2.9,12.4,11.2,4.4,8908682000000,3804768000000,469863000000,5,3,12,55774000000,37597000000,631.2,5103914000000,5823942000000,602823000000,81240000000,5221118000000,1334689000000,0.4,2.2,182,3084739000000,3020245000000,3055410000000,34,112000000000,2976434000000,609595000000,216027000000,-,-1676489000000,1434788000000,283991000000,325604000000,-,195826251,28867,63118405,22933557,20130
2016,4,1756980000000,954512000000,802468000000,45.7,182903000000,619564000000,35.3,844950000000,563973000000,168768000000,30.1,392913000000,22.4,1996.5,13681.2,4690620927960,3569935927960,1120685000000,9.8,1.3,13.0,5.8,2.1,6.1,135.0,0.74,6.8,1.0,14.6,0.25,2.6,14.1,11.1,5.6,7052675000000,2191555000000,246483000000,3,2,7,54293000000,35697000000,394.6,4861120000000,4325946000000,555352000000,74140000000,3770594000000,1367168000000,0.5,2.9,153,2726729000000,2670849000000,2692452000000,38,112000000000,2608511000000,580565000000,225386000000,-,-1909547000000,1425188000000,250641000000,329924000000,-,196799114,28593,61447907,21668380,18140
2015,4,1738409000000,982295000000,756114000000,43.5,177436000000,578677000000,33.3,821046000000,511455000000,177098000000,34.9,337440000000,19.4,1714.6,11770.4,5090743553720,3917288553720,1173455000000,12.2,1.7,20.6,6.5,2.3,7.0,125.0,0.63,7.3,1.1,14.6,0.33,2.3,13.9,11.0,6.4,5268544000000,530716000000,164871000000,3,1,4,47931000000,37692000000,83.0,4737827000000,2915978000000,639269000000,67938000000,2276709000000,1338326000000,0.6,3.5,119,2352566000000,2303549000000,2316398000000,44,112000000000,2241207000000,601495000000,242369000000,-,-170305000000,-242847000000,363116000000,238379000000,-,196799224,28706,60559082,20158747,19905
2014,4,1672295000000,983074000000,689221000000,41.2,182622000000,506598000000,30.3,778166000000,428134000000,147934000000,36.6,264134000000,15.8,1342.1,10265.3,5580202843465,4279399843465,1300803000000,16.0,2.1,33.8,7.5,2.6,7.9,120.0,0.55,8.9,1.2,13.1,0.32,2.6,12.4,10.3,5.1,5217982000000,432183000000,151397000000,3,1,4,57224000000,38141000000,65.6,4785798000000,3154015000000,658868000000,69282000000,2495146000000,1452200000000,0.7,4.9,146,2063967000000,1989750000000,2020197000000,39,112000000000,1927407000000,570806000000,271568000000,-,-263970000000,-252279000000,356275000000,214531000000,-,196799257,28741,58184997,17626318,21745
2013,4,1652547000000,979083000000,673464000000,40.8,178851000000,494612000000,29.9,770881000000,404260000000,142670000000,35.4,255686000000,15.5,1299.2,8911.5,3820435847440,2373399847440,1447036000000,-,1.4,-,-,-,8.6,115.0,0.95,8.9,1.3,14.6,0.32,3.0,13.8,10.7,4.9,5178166000000,313853000000,92639000000,2,1,4,58024000000,36094000000,44.1,4864313000000,3375913000000,711526000000,66019000000,2664387000000,1539675000000,0.9,5.7,177,1802252000000,1731806000000,1753771000000,34,112000000000,1669462000000,540557000000,276269000000,-,-230454000000,-309764000000,340363000000,200194000000,-,196799324,28619,57743003,17282644,12060
2012,4,1585319000000,986975000000,598344000000,37.7,172201000000,426142000000,26.9,666335000000,328099000000,122664000000,37.6,199971000000,12.6,1016.1,7689.6,3564316849600,1952249849600,1612067000000,10.4,1.3,13.5,5.5,1.2,4.6,-,1.06,0.1,-,13.2,0.3,3.5,12.4,9.5,3.8,5231104000000,282003000000,59838000000,1,0,3,45091000000,50062000000,42.9,4949101000000,3673131000000,657498000000,69827000000,3015632000000,1671905000000,1.1,8.1,221,1557972000000,1497790000000,1513318000000,29,112000000000,1435445000000,512324000000,240193000000,-,-262114000000,-259838000000,231217000000,281107000000,-,196799380,28348,55923487,15032524,9920
2011,4,1508328000000,974029000000,534299000000,35.4,161777000000,372521000000,24.7,629584000000,263805000000,127791000000,48.4,132781000000,8.8,674.7,6715.7,3009378908000,1342171908000,1667207000000,10.7,1.0,10.8,4.9,0.9,3.5,9500.0,1.39,14.1,141.5,10.0,0.29,3.9,8.7,8.0,2.5,5214038000000,289476000000,81151000000,2,1,6,46648000000,33378000000,44.1,4924561000000,3850786000000,656277000000,63973000000,3194509000000,1748358000000,1.3,12.6,245,1363251000000,1317519000000,1321654000000,25,112000000000,1357387000000,447674000000,257063000000,-,-269954000000,-208549000000,157387000000,290287000000,-,196799400,-,-,-,6820
2009,4,1486632000000,1026516000000,460116000000,31.0,166641000000,293474000000,19.7,561693000000,165220000000,66635000000,41.4,91764000000,6.2,465.2,5560.0,3068560128000,1404380128000,1664180000000,19.5,1.3,25.0,5.8,1.0,4.1,9000.0,1.26,19.3,161.9,8.4,0.29,4.8,7.1,8.1,1.8,5211009000000,242755000000,52214000000,1,0,4,46879000000,36925000000,37.8,4968253000000,4076443000000,642478000000,66158000000,3433965000000,1716394000000,1.6,18.1,305,1134566000000,1089374000000,1096679000000,21,112000000000,1126278000000,414027000000,268219000000,-,-256209000000,-133635000000,156425000000,257602000000,-,197244400,-,-,-,7120
2008,4,1570253000000,1015753000000,554500000000,35.3,172159000000,382341000000,24.3,640660000000,218106000000,85877000000,40.3,126052000000,8.0,639.9,5132.3,2642894648000,1091386648000,1551508000000,8.8,1.1,9.5,4.2,0.7,2.9,9000.0,1.62,14.1,175.4,12.5,0.3,5.2,9.5,11.3,2.4,5222531000000,227210000000,53122000000,1,0,5,45430000000,47109000000,33.2,4995320000000,4174173000000,684832000000,77080000000,3489340000000,1604630000000,1.6,12.3,307,1048358000000,1013845000000,1011076000000,19,112000000000,1157467000000,459597000000,258319000000,-,-292511000000,-146170000000,183391000000,276206000000,-,197001200,-,-,-,5540
2021,4,427159000000,387695000000,39464000000,9.2,29012000000,10451000000,2.4,30030000000,13953000000,5210000000,32.3,9873000000,2.3,125.3,2191.1,488308489122,211343489122,276965000000,29.8,1.2,36.4,18.4,0.5,7.9,30.0,1.12,23.9,1.4,5.7,0.58,4.3,5.7,1.0,1.3,734500000000,211422000000,70828000000,10,2,34,-,6116000000,106.6,523077000000,555416000000,198394000000,39119000000,357021000000,347793000000,2.0,28.1,310,179084000000,164918000000,172594000000,23,26157000000,127430000000,30591000000,19411000000,168000000,-10344000000,-1676000000,4692000000,25899000000,-,78771334,-,-,-,2683
2020,4,346121000000,325827000000,20294000000,5.9,29795000000,-9501000000,-,-,-9639000000,-881000000,7.0,-12074000000,-,-153.3,2083.8,527013288494,232952288494,294061000000,-,1.4,-,-,0.7,38.3,25.0,0.85,-16.3,1.2,-,0.49,4.3,-,-,-,707804000000,180940000000,51384000000,7,2,22,48227000000,7015000000,94.9,526863000000,537858000000,190645000000,41442000000,347212000000,345445000000,2.1,-24.4,314,169946000000,157661000000,164158000000,23,26157000000,120103000000,-9939000000,20796000000,287000000,-29245000000,56751000000,-36175000000,26236000000,-,78779942,19204,18023381,-494741,2957
2019,4,389446000000,341131000000,48315000000,12.4,31902000000,16411000000,4.2,38214000000,14322000000,5396000000,43.4,6678000000,1.7,84.8,2220.5,460346422161,209272422161,251074000000,29.9,1.2,35.8,11.9,0.5,7.3,35.0,1.32,41.3,1.6,3.8,0.58,3.8,3.8,2.4,1.0,667150000000,158275000000,34205000000,5,1,16,49140000000,7755000000,79.3,508874000000,486600000000,199531000000,55514000000,287069000000,285279000000,1.6,37.6,268,180549000000,172067000000,174889000000,26,26157000000,134548000000,18207000000,21354000000,449000000,-42744000000,32339000000,-19109000000,37316000000,-,78762673,19618,19851463,836528,2657
2018,4,396835000000,346078000000,50757000000,12.8,30585000000,20171000000,5.1,40575000000,19271000000,3491000000,34.1,6330000000,1.6,80.3,2231.7,432952755030,211182755030,221770000000,37.0,1.2,44.5,10.7,0.5,8.1,35.0,1.31,43.6,1.6,3.6,0.64,3.5,3.6,3.9,1.0,622816000000,140709000000,26391000000,4,1,12,51114000000,7168000000,80.5,482106000000,441305000000,174889000000,59746000000,266415000000,248161000000,1.4,35.0,242,181511000000,168342000000,175985000000,28,26157000000,130600000000,22377000000,20116000000,288000000,-58385000000,30064000000,-21839000000,44216000000,-,78858385,19498,20352600,1034516,2678
2017,4,375153000000,324726000000,50427000000,13.4,29996000000,20430000000,5.4,40989000000,20704000000,5364000000,30.8,11562000000,3.1,146.6,2251.3,402222119840,219186119840,183036000000,18.3,1.2,22.6,9.9,0.6,6.7,21.0,1.26,62.1,0.9,6.5,0.66,3.2,6.5,3.8,2.0,568703000000,128847000000,32766000000,6,1,15,41940000000,6948000000,77.5,439856000000,387317000000,166250000000,51754000000,221067000000,215802000000,1.2,15.8,212,181385000000,164617000000,177505000000,31,26157000000,126910000000,27409000000,20390000000,169000000,-41596000000,14273000000,-12671000000,40080000000,-,78843928,19102,19639462,1069522,2780
2016,4,358273000000,309753000000,48520000000,13.5,29165000000,19354000000,5.4,38665000000,19155000000,6379000000,33.7,12179000000,3.4,154.5,2080.4,349463600610,184895600610,164568000000,17.6,1.1,19.8,9.6,0.5,6.2,7.0,1.49,22.7,0.3,7.4,0.68,3.2,7.4,3.6,2.3,523179000000,122899000000,32852000000,6,1,18,37720000000,6639000000,82.3,400280000000,355632000000,149387000000,44686000000,206244000000,197420000000,1.2,13.5,211,167547000000,155889000000,164032000000,31,26157000000,118115000000,21083000000,19162000000,149000000,-30272000000,3772000000,-11435000000,32518000000,-,78846738,18840,19016614,1027282,2345
2015,4,361465000000,309905000000,51560000000,14.3,28217000000,23342000000,6.5,42661000000,22580000000,8040000000,34.1,15194000000,4.2,192.4,1866.7,440639377716,289838377716,150801000000,21.5,2.0,42.2,10.8,0.8,8.8,7.0,0.95,18.2,0.4,10.3,0.74,3.3,10.3,4.5,3.1,491675000000,117182000000,38415000000,8,1,13,38178000000,6558000000,81.8,374493000000,340772000000,143282000000,41113000000,197490000000,189216000000,1.3,9.9,225,150902000000,142551000000,147425000000,30,26157000000,104205000000,26979000000,19187000000,132000000,-22322000000,5053000000,1189000000,25790000000,-,78975035,18115,19953906,1288545,3670
2014,4,363523000000,317805000000,45718000000,12.6,27266000000,18451000000,5.1,37758000000,18135000000,7776000000,42.2,10374000000,2.9,131.3,1771.5,369099873490,217605873490,151494000000,22.4,1.6,34.9,10.3,0.6,7.5,7.0,1.27,26.6,0.4,7.4,0.77,3.4,7.4,3.3,2.2,472734000000,104505000000,29109000000,6,1,13,40714000000,6200000000,73.2,368228000000,329552000000,142757000000,43944000000,186795000000,180603000000,1.3,14.6,229,143181000000,130380000000,139923000000,30,26157000000,91986000000,22015000000,19118000000,189000000,-31326000000,7809000000,-12916000000,34931000000,-,78985798,17870,20342641,1032513,2755
2013,4,354986000000,307818000000,47168000000,13.3,26828000000,20339000000,5.7,39195000000,19756000000,7839000000,40.4,11332000000,3.2,143.5,1577.3,293529207240,154017207240,139512000000,-,1.2,-,-,-,8.2,6.0,1.54,20.9,0.4,9.1,0.8,3.6,9.0,4.2,2.6,444007000000,98149000000,30061000000,7,1,20,35192000000,6048000000,70.1,345857000000,316480000000,139931000000,43585000000,176549000000,169573000000,1.4,12.3,247,127526000000,122453000000,124580000000,28,26157000000,84055000000,30511000000,18660000000,196000000,-31714000000,241000000,-4251000000,34762000000,-,78983183,17622,20144478,1154182,1950
2012,4,338387000000,293955000000,44432000000,13.1,26848000000,17584000000,5.2,37567000000,16189000000,5992000000,38.7,9194000000,2.7,116.4,1479.3,287150192233,151253192233,135897000000,18.2,1.3,23.6,7.9,-,5.3,6.0,1.57,25.8,0.4,7.9,0.82,3.5,7.8,4.1,2.2,413998000000,91896000000,30267000000,7,1,20,31537000000,6330000000,80.6,322102000000,294501000000,114006000000,39793000000,180495000000,166164000000,1.4,14.8,245,119497000000,113495000000,116839000000,28,26157000000,75091000000,23163000000,19732000000,251000000,-16711000000,-10009000000,4566000000,18597000000,-,78983390,17497,19339715,1004972,1915
2011,4,327509000000,287274000000,40235000000,12.3,25240000000,14994000000,4.6,35814000000,13572000000,4984000000,46.9,5396000000,1.6,68.3,1358.7,293270079580,153634079580,139636000000,34.1,1.4,48.9,8.6,0.5,6.1,6.0,1.54,43.9,0.4,5.0,0.79,3.8,5.0,3.6,1.3,412438000000,93931000000,33502000000,8,1,22,27596000000,6034000000,82.9,318507000000,302771000000,113262000000,39038000000,189508000000,173138000000,1.6,25.9,274,109667000000,106681000000,107325000000,26,26157000000,68266000000,30021000000,20570000000,250000000,-16043000000,-6855000000,12083000000,17938000000,-,78989244,-,-,-,1945
2010,4,323891000000,287182000000,36709000000,11.3,25726000000,10982000000,3.4,33106000000,9187000000,3328000000,35.9,5782000000,1.8,73.2,1320.4,290879683090,141403683090,149476000000,44.2,1.4,59.9,9.0,0.4,5.6,6.0,1.68,41.0,0.5,5.5,0.82,3.8,5.5,2.7,1.5,396950000000,79496000000,26589000000,7,1,19,25002000000,5998000000,80.8,317454000000,290346000000,98441000000,31143000000,191904000000,176065000000,1.7,25.9,271,106604000000,103667000000,104303000000,26,26157000000,65240000000,29300000000,21763000000,361000000,-23134000000,-7049000000,4420000000,24880000000,-,78996471,-,-,-,1790
2009,4,313853000000,279405000000,34448000000,11.0,25530000000,8918000000,2.8,31680000000,6817000000,4151000000,57.8,2873000000,0.9,36.3,1302.4,295199701189,142675701189,152524000000,79.3,1.4,109.9,9.9,0.5,5.8,6.0,1.66,82.5,0.5,2.8,0.77,3.9,2.8,1.7,0.7,405185000000,87466000000,27698000000,7,1,19,26350000000,6757000000,82.1,317719000000,299816000000,106504000000,31737000000,193312000000,180222000000,1.8,53.1,283,105369000000,100340000000,102944000000,25,26157000000,61828000000,27067000000,22452000000,310000000,-20222000000,4887000000,1944000000,25123000000,-,79044710,-,-,-,1805
2008,4,345147000000,310919000000,34228000000,9.9,23384000000,10843000000,3.1,33170000000,9185000000,4628000000,77.2,1030000000,0.3,13.0,1291.7,304656822494,147849822494,156807000000,34.4,1.4,49.8,8.5,0.4,5.6,6.0,1.6,230.3,0.5,1.0,0.86,3.9,1.0,2.3,0.3,400997000000,82895000000,15784000000,4,1,11,28406000000,7002000000,78.6,318102000000,296524000000,105513000000,37016000000,191010000000,172591000000,1.7,152.2,282,104473000000,99873000000,102127000000,25,26157000000,61326000000,17694000000,22024000000,303000000,-36171000000,10274000000,-21175000000,38869000000,-,79064076,-,-,-,1870
2021,4,553831000000,495711000000,58120000000,10.5,23654000000,34465000000,6.2,53189000000,35432000000,11314000000,33.0,22636000000,4.1,387.0,4204.6,244203258440,233401258440,10802000000,10.6,0.9,10.1,4.7,0.4,5.7,110.0,2.76,28.4,2.6,9.2,1.2,1.9,9.2,7.7,4.9,462467000000,238542000000,42743000000,9,1,18,-,-,169.4,223924000000,213742000000,140797000000,74558000000,72945000000,53545000000,0.2,0.5,86,248725000000,235519000000,245955000000,53,28619000000,203301000000,43692000000,18172000000,552000000,-14938000000,-24491000000,28254000000,15438000000,-,58496556,-,-,-,3990
2020,4,533870000000,479119000000,54750000000,10.3,20821000000,33928000000,6.4,51144000000,34997000000,12394000000,34.2,23540000000,4.4,389.1,3883.0,312842067820,294034067820,18808000000,13.4,1.3,16.7,6.4,0.6,7.5,110.0,2.26,28.3,2.8,10.0,1.17,1.9,9.7,7.4,5.2,456830000000,236403000000,36619000000,8,1,12,187890000000,4016000000,176.4,220427000000,219794000000,133986000000,72385000000,85808000000,55427000000,0.2,0.8,89,237035000000,229922000000,234923000000,51,28619000000,196879000000,25043000000,16665000000,551000000,-15296000000,-7113000000,1401000000,23642000000,-,60500837,31121,17154654,1090196,4860
2019,4,569461000000,508172000000,61289000000,10.8,20914000000,40374000000,7.1,58551000000,40119000000,12467000000,32.5,25619000000,4.5,423.4,3493.6,258887227705,244126227705,14761000000,10.1,1.2,11.7,4.7,0.4,5.8,105.0,2.6,24.8,3.0,12.1,1.31,2.1,11.6,10.7,5.9,434052000000,223082000000,34763000000,8,1,14,174525000000,3792000000,154.2,210969000000,219847000000,144668000000,77319000000,75179000000,49524000000,0.2,0.6,99,214204000000,212145000000,211368000000,49,28619000000,179378000000,22317000000,17541000000,636000000,-12772000000,-10721000000,2680000000,19637000000,-,60502163,31496,18080423,1281877,4035
2018,4,572516000000,512380000000,60136000000,10.5,20889000000,39247000000,6.9,54847000000,39184000000,12624000000,31.1,27470000000,4.8,454.0,3242.6,338637166000,326723166000,11914000000,13.4,1.7,22.3,6.4,0.6,8.2,110.0,2.04,24.2,3.4,14.0,1.4,2.1,13.4,10.9,6.7,409513000000,204793000000,35782000000,9,1,11,155204000000,3496000000,147.7,204719000000,211157000000,138634000000,78889000000,72522000000,47696000000,0.2,0.4,102,198355000000,193193000000,196190000000,48,28619000000,160414000000,49587000000,14456000000,1144000000,-9812000000,-31757000000,33191000000,16396000000,-,60504290,31137,18386999,1260462,5400
2017,4,531956000000,480189000000,51766000000,9.7,20185000000,31581000000,5.9,47457000000,31125000000,10351000000,34.5,19402000000,3.6,320.7,2956.1,358590241790,318871241790,39719000000,17.5,1.8,31.2,8.2,0.6,9.4,51.0,1.42,72.0,1.7,10.8,1.32,2.2,10.3,8.6,4.8,402010000000,194251000000,28812000000,7,1,9,150559000000,3536000000,138.7,207759000000,219797000000,140072000000,76792000000,79725000000,68531000000,0.4,2.0,115,182212000000,172204000000,178862000000,44,28619000000,139622000000,22759000000,14553000000,1323000000,-10735000000,-10212000000,7896000000,14863000000,-,60506877,30575,17398397,1032903,5270
